file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\job\flow\FlowHolder.java,org.springframework.batch.core.job.flow.FlowHolder,interface,1,6,5,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\test\repository\MySQLJdbcJobRepositoryIntegrationTests.java,org.springframework.batch.core.test.repository.MySQLJdbcJobRepositoryIntegrationTests$TestConfiguration,innerclass,14,14,0,14,5,1,0,12,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,1,0,4,0,3,0,6,2,0,0,2,32,8,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-samples\src\main\java\org\springframework\batch\samples\file\multirecordtype\DelegatingTradeLineAggregator.java,org.springframework.batch.samples.file.multirecordtype.DelegatingTradeLineAggregator,class,3,4,1,3,5,1,0,1,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,21,2,0,0,0,0,0,0,2,0,2,1,0,0,0,16,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-samples\src\main\java\org\springframework\batch\samples\jpa\CustomerCreditPagingAndSortingRepository.java,org.springframework.batch.samples.jpa.CustomerCreditPagingAndSortingRepository,interface,4,5,1,4,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\file\SimpleResourceSuffixCreatorTests.java,org.springframework.batch.item.file.SimpleResourceSuffixCreatorTests,class,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,8,0,0,0,0,0,3,3,1,0,1,0,0,0,0,10,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\xml\SplitParser.java,org.springframework.batch.core.configuration.xml.SplitParser,class,12,13,1,12,7,1,0,17,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,1,44,1,1,0,0,0,12,3,14,2,14,3,0,0,0,100,1,2
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\EntityTests.java,org.springframework.batch.core.EntityTests,class,2,2,0,2,14,1,0,14,0,0.07692308,0.84615386,0.84615386,13,0,0,0,0,13,13,0,0,0,1,0,0,1,0,0,0,0,2,51,0,0,1,0,0,1,3,6,0,4,0,0,0,0,31,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\job\builder\FlowBuilderTests.java,org.springframework.batch.core.job.builder.FlowBuilderTests,class,13,14,1,13,6,1,0,15,15,0.0,0.0,0.0,6,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,6,75,1,0,0,0,0,29,0,24,0,24,0,4,0,0,44,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\data\builder\MongoPagingItemReaderBuilderTests.java,org.springframework.batch.item.data.builder.MongoPagingItemReaderBuilderTests,class,11,12,1,11,16,1,0,40,0,0.34375,0.84615386,1.0,16,0,0,2,0,14,14,0,0,0,2,0,0,2,0,0,0,0,1,95,1,0,0,0,0,49,15,9,0,17,1,0,0,7,70,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcPagingItemReaderBuilderTests.java,org.springframework.batch.item.database.builder.JdbcPagingItemReaderBuilderTests,class,15,15,0,15,12,1,0,44,0,0.5,0.6727273,0.8181818,11,0,1,0,0,10,11,0,0,0,2,0,0,2,0,0,0,0,0,208,0,0,1,0,0,61,71,43,0,41,1,0,2,5,91,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-samples\src\main\java\org\springframework\batch\samples\adapter\tasklet\Task.java,org.springframework.batch.samples.adapter.tasklet.Task,class,1,1,0,1,1,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\tasklet\StoppableTasklet.java,org.springframework.batch.core.step.tasklet.StoppableTasklet,interface,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\launch\support\RunIdIncrementer.java,org.springframework.batch.core.launch.support.RunIdIncrementer,class,5,6,1,5,5,1,0,7,0,0.5,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,0,1,21,1,0,2,1,1,2,2,7,2,5,2,0,0,0,77,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-samples\src\main\java\org\springframework\batch\samples\file\xml\XmlJobConfiguration.java,org.springframework.batch.samples.file.xml.XmlJobConfiguration,class,25,27,2,25,4,1,0,17,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,17,4,0,0,0,0,11,1,1,0,1,0,0,0,0,30,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\repeat\policy\DefaultResultCompletionPolicy.java,org.springframework.batch.repeat.policy.DefaultResultCompletionPolicy,class,3,6,3,3,3,2,2,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,37,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\scope\TestCollaborator.java,org.springframework.batch.core.scope.TestCollaborator,class,1,6,5,1,6,1,1,0,9,0.6666667,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,1,0,3,0,3,0,0,0,0,11,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\util\ExecutionContextUserSupportTests.java,org.springframework.batch.item.util.ExecutionContextUserSupportTests,class,2,2,0,2,2,1,0,4,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,11,0,0,0,0,0,5,0,1,0,1,0,0,0,1,29,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\builder\AbstractTaskletStepBuilder.java,org.springframework.batch.core.step.builder.AbstractTaskletStepBuilder,class,23,29,6,23,31,2,0,27,137,0.80681825,0.2034632,0.66233766,22,0,12,0,10,0,22,1,0,0,8,0,0,7,1,0,1,0,0,133,18,1,5,1,2,2,2,23,0,12,2,0,0,0,215,1025,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\database\support\H2PagingQueryProvider.java,org.springframework.batch.item.database.support.H2PagingQueryProvider,class,3,5,2,3,3,2,0,5,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,2,0,0,0,0,0,0,0,0,34,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\builder\JdbcBatchItemWriterBuilderTests.java,org.springframework.batch.item.database.builder.JdbcBatchItemWriterBuilderTests$Foo,innerclass,0,0,0,0,7,1,0,0,3,0.5714286,0.42857143,1.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,28,3,0,0,0,0,0,0,6,0,3,0,0,0,0,9,9,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\xml\StaxEventItemReaderTests.java,org.springframework.batch.item.xml.StaxEventItemReaderTests$NonExistentResource,innerclass,1,1,0,1,5,2,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,2,0,0,0,0,0,0,0,0,19,10,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\support\GenericApplicationContextFactory.java,org.springframework.batch.core.configuration.support.GenericApplicationContextFactory$ResourceAnnotationApplicationContext,innerclass,5,5,0,5,3,3,0,4,1,0.33333334,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,42,1,0,0,0,0,1,0,1,1,1,0,0,1,0,19,18,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\repository\dao\JdbcJobInstanceDaoCustomTests.java,org.springframework.batch.core.repository.dao.CustomJobKeyGenerator,class,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\file\transform\PatternMatchingCompositeLineTokenizerTests.java,org.springframework.batch.item.file.transform.PatternMatchingCompositeLineTokenizerTests,class,7,7,0,7,5,1,0,9,0,0.0,1.0,1.0,5,0,0,0,0,5,5,0,0,0,1,0,0,1,0,0,1,0,2,36,0,0,0,0,0,12,4,6,0,9,0,0,0,4,40,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-test\src\test\java\org\springframework\batch\test\context\BatchTestContextCustomizerFactoryTests.java,org.springframework.batch.test.context.BatchTestContextCustomizerFactoryTests$MyJobTest$MyNestedTest,innerclass,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\repeat\policy\SimpleCompletionPolicy.java,org.springframework.batch.repeat.policy.SimpleCompletionPolicy$SimpleTerminationContext,innerclass,2,2,0,2,4,3,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\Entity.java,org.springframework.batch.core.Entity,class,1,23,22,1,17,1,3,7,3,0.5,0.46666667,0.8,10,0,10,0,0,0,10,0,0,0,2,0,0,2,0,0,0,0,1,55,10,0,6,0,1,1,4,5,3,2,1,0,0,0,121,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\xml\StaxEventItemReaderTests.java,org.springframework.batch.item.xml.StaxEventItemReaderTests,class,21,22,1,21,37,4,0,58,0,0.8175824,0.84879035,0.9375,35,0,0,3,0,32,32,0,0,0,13,2,0,13,0,0,11,0,1,479,3,2,0,0,0,29,12,57,7,49,1,2,6,2,217,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\configuration\xml\FlowStepParserTests.java,org.springframework.batch.core.configuration.xml.FlowStepParserTests$Decider,innerclass,5,5,0,5,2,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9,2,0,0,0,0,2,2,1,0,1,1,0,0,0,9,9,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-integration\src\main\java\org\springframework\batch\integration\chunk\ChunkHandler.java,org.springframework.batch.integration.chunk.ChunkHandler,interface,3,5,2,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\kafka\KafkaItemWriter.java,org.springframework.batch.item.kafka.KafkaItemWriter,class,5,7,2,5,10,2,0,7,0,0.4666667,0.7,1.0,5,0,2,0,3,0,5,0,0,0,3,0,0,1,2,0,1,0,0,35,0,1,2,0,0,2,2,4,0,3,2,0,0,0,57,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\file\FlatFileItemReaderTests.java,org.springframework.batch.item.file.FlatFileItemReaderTests$Item,innerclass,1,1,0,1,5,1,0,0,2,0.5,0.4,0.4,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,19,2,0,0,0,0,1,0,3,0,2,0,0,0,0,9,10,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\file\transform\BeanWrapperFieldExtractor.java,org.springframework.batch.item.file.transform.BeanWrapperFieldExtractor,class,5,6,1,5,5,1,0,7,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,18,1,1,1,0,0,2,0,3,0,3,1,0,0,0,45,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\repeat\exception\DefaultExceptionHandler.java,org.springframework.batch.repeat.exception.DefaultExceptionHandler,class,2,4,2,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\step\item\SkipReaderStub.java,org.springframework.batch.core.step.item.SkipReaderStub,class,4,7,3,4,8,2,0,4,1,0.5,0.46666667,0.6666667,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,1,0,0,33,3,0,0,0,0,3,3,6,0,4,1,0,0,0,28,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\launch\support\SimpleJvmExitCodeMapper.java,org.springframework.batch.core.launch.support.SimpleJvmExitCodeMapper,class,3,5,2,3,6,1,0,7,0,0.375,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,1,1,0,1,0,0,27,2,0,1,1,1,1,0,4,0,3,1,0,0,0,93,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\JobInterruptedException.java,org.springframework.batch.core.JobInterruptedException,class,2,7,5,2,3,4,0,0,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,2,0,1,0,0,0,0,63,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\repeat\policy\TimeoutTerminationPolicy.java,org.springframework.batch.repeat.policy.TimeoutTerminationPolicy$TimeoutBatchContext,innerclass,2,2,0,2,3,3,0,1,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,2,10,1,0,0,0,1,0,0,2,1,2,0,0,0,0,10,4,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\database\support\SybasePagingQueryProvider.java,org.springframework.batch.item.database.support.SybasePagingQueryProvider,class,3,5,2,3,4,2,0,8,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,16,4,0,0,0,0,1,0,0,0,0,1,0,0,0,32,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\step\item\SimpleStepFactoryBeanTests.java,org.springframework.batch.core.step.item.SimpleStepFactoryBeanTests$1TestItemListenerWriter,innerclass,9,9,0,9,14,1,0,1,91,0.0,0.0,0.0,14,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\support\ReferenceJobFactory.java,org.springframework.batch.core.configuration.support.ReferenceJobFactory,class,2,5,3,2,3,1,0,1,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,29,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\support\GenericApplicationContextFactory.java,org.springframework.batch.core.configuration.support.GenericApplicationContextFactory$ResourceXmlApplicationContext,innerclass,5,5,0,5,3,3,0,4,1,0.33333334,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,36,1,0,0,0,0,1,0,1,1,1,0,0,1,0,19,18,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\repeat\support\AbstractTradeBatchTests.java,org.springframework.batch.repeat.support.AbstractTradeBatchTests$TradeWriter,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,12,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-test\src\test\java\org\springframework\batch\test\ExecutionContextTestUtilsTests.java,org.springframework.batch.test.ExecutionContextTestUtilsTests,class,4,4,0,4,4,1,0,12,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,14,2,11,0,11,0,0,0,1,20,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\configuration\DuplicateJobException.java,org.springframework.batch.core.configuration.DuplicateJobException,class,1,4,3,1,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\step\tasklet\Tasklet.java,org.springframework.batch.core.step.tasklet.Tasklet,interface,4,29,25,4,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\repeat\exception\DefaultExceptionHandlerTests.java,org.springframework.batch.repeat.exception.DefaultExceptionHandlerTests,class,5,5,0,5,2,1,0,4,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,2,0,0,12,0,0,0,0,0,4,0,4,0,4,0,0,0,2,17,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\file\FlatFileItemWriter.java,org.springframework.batch.item.file.FlatFileItemWriter,class,5,10,5,5,7,2,0,7,0,0.25,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,22,1,1,1,0,0,1,0,3,0,2,1,0,0,0,81,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\StepContributionTests.java,org.springframework.batch.core.StepContributionTests,class,3,3,0,3,3,1,0,6,0,0.5,1.0,1.0,3,0,0,0,0,3,3,0,0,0,2,0,0,2,0,0,2,0,0,16,0,0,0,0,0,3,3,2,0,2,0,0,0,0,17,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\support\SqlPagingQueryProviderFactoryBeanTests.java,org.springframework.batch.item.database.support.SqlPagingQueryProviderFactoryBeanTests,class,6,6,0,6,12,1,0,21,0,0.0,1.0,1.0,11,0,0,0,0,11,11,0,0,0,1,0,0,1,0,0,1,0,2,57,0,1,0,0,0,12,2,9,2,9,1,0,0,0,44,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\listener\JobListenerFactoryBeanTests.java,org.springframework.batch.core.listener.JobListenerFactoryBeanTests$AnnotatedTestClass,innerclass,2,2,0,2,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,4,0,2,0,0,0,0,9,10,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\database\support\SqlServerPagingQueryProviderTests.java,org.springframework.batch.item.database.support.SqlServerPagingQueryProviderTests,class,3,3,0,3,7,2,0,4,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,8,0,9,0,8,0,0,0,0,59,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-samples\src\test\java\org\springframework\batch\samples\file\fixed\FixedLengthFunctionalTests.java,org.springframework.batch.samples.file.fixed.FixedLengthFunctionalTests,class,12,12,0,12,2,1,0,7,1,0.5,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,0,0,0,10,0,7,0,8,0,0,0,0,37,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\partition\StepExecutionSplitter.java,org.springframework.batch.core.partition.StepExecutionSplitter,interface,1,5,4,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\configuration\xml\ChunkElementParserTests.java,org.springframework.batch.core.configuration.xml.ChunkElementParserTests,class,23,24,1,23,43,1,0,36,465,0.0,0.0,0.0,31,0,0,11,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,219,10,5,0,0,0,66,18,67,2,58,2,0,0,2,122,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\queue\BlockingQueueItemReaderTests.java,org.springframework.batch.item.queue.BlockingQueueItemReaderTests,class,3,3,0,3,1,1,0,7,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,2,2,0,2,0,0,0,0,14,0,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\StepExecution.java,org.springframework.batch.core.StepExecution,class,9,135,126,9,60,2,0,31,1110,0.92712545,0.079183675,0.49142858,52,0,50,2,0,0,50,0,0,2,19,0,0,19,0,0,2,0,3,206,30,0,7,0,5,8,13,47,10,22,1,0,0,0,230,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\step\skip\ReprocessExceptionTests.java,org.springframework.batch.core.step.skip.ReprocessExceptionTests$Person,innerclass,0,0,0,0,7,1,0,0,0,0.42857143,0.52380955,0.71428573,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,25,3,0,0,0,0,2,0,4,1,2,0,0,0,0,10,9,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\xml\stax\NoStartEndDocumentStreamWriter.java,org.springframework.batch.item.xml.stax.NoStartEndDocumentStreamWriter,class,1,3,2,1,5,2,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,1,0,0,0,31,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\repository\dao\Jackson2ExecutionContextStringSerializer.java,org.springframework.batch.core.repository.dao.Jackson2ExecutionContextStringSerializer$JobParametersModule$JobParameterDeserializer,innerclass,5,5,0,5,3,2,0,6,1,1.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,1,0,1,20,1,0,0,1,0,3,1,7,1,7,1,0,0,0,47,2,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\database\support\Db2PagingQueryProvider.java,org.springframework.batch.item.database.support.Db2PagingQueryProvider,class,3,5,2,3,4,2,0,8,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,16,4,0,0,0,0,2,0,0,0,0,1,0,0,0,42,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\step\item\SkippableException.java,org.springframework.batch.core.step.item.SkippableException,class,0,6,6,0,1,3,1,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\test\java\org\springframework\batch\core\step\item\TaskletStepExceptionTests.java,org.springframework.batch.core.step.item.TaskletStepExceptionTests$UpdateCountingJobRepository,innerclass,6,6,0,6,25,1,0,1,124,0.8676471,0.04411765,0.11029412,17,0,17,0,0,0,17,0,0,0,4,0,0,4,0,0,0,0,0,61,8,0,1,0,2,2,3,7,0,4,2,0,0,0,38,10,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\main\java\org\springframework\batch\item\Chunk.java,org.springframework.batch.item.Chunk,class,3,46,43,3,32,1,0,18,28,0.7361111,0.44927537,1.0,24,1,24,0,0,0,24,0,0,0,6,0,0,6,0,0,3,0,10,133,15,0,5,0,3,1,11,14,12,7,1,0,1,0,142,1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-infrastructure\src\test\java\org\springframework\batch\item\function\SupplierItemReaderTests.java,org.springframework.batch.item.function.SupplierItemReaderTests$Anonymous1,anonymous,0,0,0,0,2,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,1,2,1,1,1,0,0,0,0,3,-1,0
C:\Users\All Five Projects\spring-batch-main\spring-batch-core\src\main\java\org\springframework\batch\core\job\AbstractJob.java,org.springframework.batch.core.job.AbstractJob,class,33,43,10,33,49,1,4,65,342,0.9090908,0.08615384,0.24,29,0,22,3,4,0,26,3,2,0,11,1,0,10,1,0,2,0,9,187,9,1,3,4,0,16,0,29,6,20,4,0,0,0,255,1025,8
